"evidence_id","source_file","source","domain","url","title","published_or_status","observable_evidence","pattern","adopt_or_reject","rationale","access_or_verification","duplicate_records_merged"
"11","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/bucks-sauce","Bucks Sauce - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"12","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/catalyst-behavioral","Catalyst Behavioral - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"13","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/ciao-energy-launch-website","CIAO ENERGY - LAUNCH WEBSITE - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 3d, three.js, immersive, interactive","공유 원근·깊이 | 모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"14","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/cobloc","Cobloc - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: architecture","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"15","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/coffeetech-r","CoffeeTech® - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"16","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/crxtianhub-portfolio","CRXTIANHUB — PORTFOLIO - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: portfolio","미니멀·편집","보조 채택","깊이 구조의 직접 근거는 약하지만 여백·타이포·정보 위계 참고에 사용","개별 사례 페이지 본문 수신 성공","1"
"17","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/cula-technologies","Cula Technologies - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"18","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/dawn-website-refresh","Dawn | Website Refresh - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"19","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/depo-luxe","Depo Luxe - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"20","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/displace-agency","Displace Agency - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"21","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/dragonfly-redux","Dragonfly Redux - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"22","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/ducati-superleggera-v4","Ducati Superleggera V4 - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"23","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/eleos","Eleos - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"24","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/glitch-grit","Glitch&Grit - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"25","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/gregor-collienne","Gregor Collienne - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"26","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/hearst-exhibit-2026","Hearst Exhibit 2026 - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"27","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/heco-partners-1","Heco Partners - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"28","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/hilden-kaira","Hildén & Kaira - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"29","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/hiroto-sato","Hiroto Sato - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 3d, motion, interactive, portfolio","공유 원근·깊이 | 모션·전환 | 미니멀·편집","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"30","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/house-of-honey-1","House of Honey - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: editorial","미니멀·편집","보조 채택","깊이 구조의 직접 근거는 약하지만 여백·타이포·정보 위계 참고에 사용","개별 사례 페이지 본문 수신 성공","1"
"31","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/https-www-mosaicist-com","https://www.mosaicist.com/ - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"32","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/izanami","IZANAMI - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"33","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/julien-calot","Julien Calot - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"34","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/kettal-com","kettal.com - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"35","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/kononenko-architectural-bureau","Kononenko Architectural Bureau - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: architectural, minimal, typography","공유 원근·깊이 | 미니멀·편집","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"36","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/lacoste-polo-factory","Lacoste — Polo Factory - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"37","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/lama-lama-2","Lama Lama - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"38","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/linka","Linka - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"39","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/longbow","Longbow - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: animation, typography, clean","모션·전환 | 미니멀·편집","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"40","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/made-in-may","Made in May - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: transition, interaction","모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"41","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/made-with-gsap-1","Made With Gsap - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: gsap","모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"42","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/max-kalinsky","Max Kalinsky - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"43","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/monolog","MONOLOG - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"44","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/mr-day","Mr Day - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: architecture, animation","공유 원근·깊이 | 모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"45","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/nexola-agencys-website","NEXOLA - Agency’s Website - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: animation, portfolio","모션·전환 | 미니멀·편집","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"46","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/no-art","No Art - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive, interactive","공유 원근·깊이 | 모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"47","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/noomo-showcase","Noomo Showcase - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"48","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/normal-is-boring","NORMAL IS BORING - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: motion","모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"49","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/obys-r-experiment-space","Obys® Experiment Space - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: interactive","모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"50","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/oobe-xr","Oobe-Xr - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"51","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/orbea","ORBEA - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"52","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/partizan","Partizan - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"53","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/pelizzari-studio-2","Pelizzari Studio - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: architecture","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"54","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/pizza-amici","Pizza Amici - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"55","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/planetooote-digital-obsession","PLANETOOOTE :Digital Obsession - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: immersive","공유 원근·깊이","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"56","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/pp-neue-montreal","PP Neue Montreal - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"57","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/radian","Radian - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: scroll, interaction","모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"58","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/risk","RISK - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"59","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/serotoninn","Serotoninn - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"60","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/spotify-wrapped-party","Spotify Wrapped Party - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: layer","레이어·마스크","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"61","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/sstr-friction-reduction","SSTR - Friction Reduction - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 3d, motion, minimal, editorial, grid","공유 원근·깊이 | 모션·전환 | 미니멀·편집","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
"62","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/studio-ol","Studio OL - Awwwards Honorable Mention","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: 관련 기술 키워드 없음","직접 관련 패턴 미확인","배제","공개 페이지에서 개구부·레이어·캐러셀·마스크와 직접 연결되는 관찰 근거가 부족","개별 사례 페이지 본문 수신 성공","1"
"63","sources-a.csv","Awwwards","awwwards.com","https://www.awwwards.com/sites/trionn-2","TRIONN - Awwwards SOTD","개별 사례 페이지 본문 수신 성공","Awwwards 개별 사례 페이지의 title·meta description에서 확인된 키워드: three.js, motion, gsap","공유 원근·깊이 | 모션·전환","채택","건축 개구부의 깊이, 전후 레이어 가림, 3개 템플릿 순환 또는 상태 전환 설계에 직접 적용 가능","개별 사례 페이지 본문 수신 성공","1"
